TARIFF ODK VARNAME;expr;WHO ID;Tariff Question;WHO 2014 Question;Note
childModule-Child3-child_3_21;;WHO_MAPPING_UNAVAILABLE;"3.21: At what age did the fast breathing start?</label>
          <hint>Less than 1 day= “0”.";;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_21a;;;"3.21a: Days</label>
          <hint>Enter 99 if unknown";;
childModule-Child3-fast_dif;;;;;
childModule-Child3-child_3_22;;;For how many days did the fast breathing last? ;;4 = days
childModule-Child3-child_3_22a;id3B200;id3B200;Days;For how many days did the fast breathing last?;
childModule-Child3-child_3_23;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B250');id3B250;3.23:  During the illness that led to death did the baby have indrawing of the chest? (Show Photo);Did you see the lower chest wall/ribs being pulled in as the child breathed?;
childModule-Child3-child_3_24;if (multipleSelectContains('grunting', id3B260)) {1} else {0};id3B260;During the illness that led to death, did the baby have grunting? (demonstrate);During the illness that led to death did his/her breathing sound like any of the following:;grunting
childModule-Child3-child_3_25;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B460');id3B460;During the illness that led to death, did the baby have spasms or convulsions?;Did (s)he have convulsions?;Mapping of values was required.
childModule-Child3-child_3_26;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B100');id3B100;During the illness that led to death, did the baby have a fever?;Did (s)he have a fever?;Mapping of values was required.
childModule-Child3-child_3_27;;WHO_MAPPING_UNAVAILABLE;"3.27: At what age did the fever start?</label>
          <hint>Less than 1 day= “0”.</hint>";;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_27a;;WHO_MAPPING_UNAVAILABLE;"3.27a: Days</label>
          <hint>Enter 99 if unknown</hint>";;No appropriate mapping found. 
childModule-Child3-fever_dif;;;;;
childModule-Child3-child_3_28;;WHO_MAPPING_UNAVAILABLE;"3.28: How many days did the fever last?</label>
          <hint>Less than 1 day= “0”.";;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_28a;id3B110;id3B110;"3.28a: Days</label>
          <hint>Enter 99 if unknown";How many days did the fever last?;No appropriate mapping found. 
childModule-Child3-child_3_29;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D430');id3D430;During the illness that led to death, did the baby become cold to touch?;During the illness that led to death, did the baby become cold to touch?;Mapping of values was required.
childModule-Child3-child_3_30;;WHO_MAPPING_UNAVAILABLE;"3.30: At what age did the baby start feeling cold to touch?</label>
          <hint>Less than 1 day= “0”.";;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_30a;;WHO_MAPPING_UNAVAILABLE;"3.30a: Days</label>
          <hint>Enter 99 if unknown";;No appropriate mapping found. 
childModule-Child3-cold_dif;;;;;
childModule-Child3-child_3_31;;WHO_MAPPING_UNAVAILABLE;"3.31: How many days did the baby feel cold to touch?</label>
          <hint>Less than 1 day= “0”.";;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_31a;;WHO_MAPPING_UNAVAILABLE;"3.31a: Days</label>
          <hint>Enter 99 if unknown";;No appropriate mapping found. 
childModule-Child3-child_3_32;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D435');id3D435;During the illness that led to death, did the baby become lethargic, after a period of normal activity?;During the illness that led to death, did the baby become lethargic, after a period of normal activity?;Mapping of values was required.
childModule-Child3-child_3_33;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D410');id3D410;3.33: During the illness that led to death, did the baby become unresponsive or unconscious?;Did the baby become unresponsive or unconscious soon after birth, within less than 24 hours?;Mapped to id3D410
childModule-Child3-child_3_34;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D390');id3D390;3.34:  During the illness that led to death did the baby have a bulging fontanelle? (Show photo);During the illness that led to death did the baby have a bulging or raised fontanelle?;
childModule-Child3-child_3_35;;WHO_MAPPING_UNAVAILABLE;3.35: During the illness that led to death, did the baby have pus drainage from the umbilical cord stump?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_36;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D440');id3D440;3.36: During the illness that led to death, did the baby have redness of the umbilical cord stump?;Did the baby have redness or discharge from the umbilical cord stump?;Mapping of values was required.
childModule-Child3-child_3_37;;WHO_MAPPING_UNAVAILABLE;3.37: Did the redness of the umbilical cord stump extend onto the abdominal skin?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_38;;WHO_MAPPING_UNAVAILABLE;3.38:  During the illness that led to death, did the baby have skin bumps containing pus or a single large area with pus? ;;
childModule-Child3-child_3_39;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D445');id3D445;During the illness that led to death, did the baby have ulcer(s) (pits)? ;During the illness that led to death, did the baby have skin ulcer(s) or pits?;Mapping of values was required.
childModule-Child3-child_3_40;;WHO_MAPPING_UNAVAILABLE;3.40: During the illness that led to death, did the baby have an area(s) of skin with redness and swelling?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child3-child_3_41;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B594');id3B594;3.41:  During the illness that led to death, did he/she have areas of the skin that turned black?;During the illness that led to death, did he/she have areas of the skin that turned black?;
childModule-Child3-child_3_42;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B596');id3B596;3.42: During the illness that led to death, did the baby bleed from anywhere?;During the illness that led to death, did (s)he bleed from anywhere?;Mapping of values was required.
childModule-Child3-child_3_44;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B280');id3B280;During the illness that led to death, did he/she have more frequent loose or liquid stools than usual?;Did (s)he have diarrhoea?;Mapping of values was required.
childModule-Child3-child_3_45;;WHO_MAPPING_UNAVAILABLE;3.45: How many stools did the baby have on the day that diarrhea/loose liquid stools were most frequent?;How many stools did the baby or child have on the day that loose liquid stools were most frequent?;1 = Specify no. Of stools
childModule-Child3-child_3_45a;id3B292;id3B292;"3.45a: Stools</label>
          <hint>Enter 99 if unknown";;
childModule-Child3-child_3_46;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B310');id3B310;3.46: During the illness that led to death, did he/she vomit everything?;Did (s)he vomit?;Mapped to id3B310
childModule-Child3-child_3_47;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D450');id3D450;During the illness that led to death, did he/she have yellow skin?;During the illness that led to death, did the baby have yellow skin, palms (hand) or soles (foot)?;Mapped to id3D450
childModule-Child3-child_3_48;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B750');id3B750;3.48: During the illness that led to death, did the baby have yellow eyes?;Did (s)he have yellow discoloration of the eyes?;Mapped to id3D750
childModule-Child3-child_3_49;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D455');id3D455;Did the infant appear to be healthy and then just die suddenly? ;Did the baby or infant appear to be healthy and then just die suddenly?;Mapping of values was required.
childModule-child_4_a;;;Child Deaths Section;;
childModule-Child4-child_4_1;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B100');id3B100;During the illness that led to death, did he/she have a fever? ;Did (s)he have a fever?;Mapping of values was required.
childModule-Child4-child_4_2;;;4.2: How many days did the fever last?;;Less than 24 hours = 1, 1 day or more (specify) = 2. Needs splitting. Set to 9 (DK) for now.
childModule-Child4-child_4_2a;id3B110;id3B110;"4.2a: Number of days (specify)</label>
          <hint>Enter 9999 if unknown";How many days did the fever last?;
childModule-Child4-child_4_3;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B112');id3B112;4.3: Did the fever continue until death?;Did the fever continue until death?;Mapping found in update WHO instrument Feb 2016
childModule-Child4-child_4_4;mapCode(c('mild','moderate','severe'),c(1,2,3),'id3B115');id3B115;How severe was the fever?;How severe was the fever?;Mapping of values was required.
childModule-Child4-child_4_5;mapCode(c('continuous','on_and_off','nightly','DK','Ref'),c(1,2,3,9,8),'id3B117');id3B117;4.5: What was the pattern of fever?;What was the pattern of the fever?;Mapping found in update WHO instrument Feb 2016
childModule-Child4-child_4_6;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B280');id3B280;During the illness that led to death, did ${gen_5_0} have more frequent loose or liquid stools than usual? ;Did (s)he have diarrhoea?;Mapping of values was required.
childModule-Child4-child_4_7;;;How many stools did ${gen_5_0} have on the day that loose liquid stools were most frequent?;;1 = Specify number of stools
childModule-Child4-child_4_7a;id3B292;id3B292;Stools;How many stools did the baby or child have on the day that loose liquid stools were most frequent?;
childModule-Child4-child_4_8;;;How many days before death did the frequent loose or liquid stools start? ;;No direct mapping found. 1 = Less than 24 hours, 2 = 1 day or more (specify). Nedds s'litting. Set to 9 (DK) for now.
childModule-Child4-child_4_8a;id3B294;id3B294;Days;How many days before death did the frequent loose or liquid stools start?;
childModule-Child4-child_4_9;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B296');id3B296;Did the frequent loose or liquid stools continue until death?;Did the frequent loose or liquid stools continue until death?;Mapping of values was required.
childModule-Child4-stools_dif;;WHO_MAPPING_UNAVAILABLE;;;
childModule-Child4-child_4_10;;WHO_MAPPING_UNAVAILABLE;4.10: How many days before death did the loose or liquid stools stop?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_10a;;;"4.10a: Days</label>
          <hint>Enter 9999 if unknown";;
childModule-Child4-child_4_11;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B300');id3B300;Was there visible blood in the loose or liquid stools?;At any time during the final illness was there blood in the stools?;Mapping of values was required.
childModule-Child4-child_4_12;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B130');id3B130;During the illness that led to death, did the child have a cough?;Did (s)he have a cough?;Mapping of values was required.
childModule-Child4-child_4_13;;;For how many days did the cough last?;;4 = Days
childModule-Child4-child_4_13a;id3B140;id3B140;Days;For how many days did (s)he have a cough?;
childModule-Child4-child_4_14;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B155');id3B155;Was the cough very severe? ;Was the cough very severe?;Mapping of values was required.
childModule-Child4-child_4_15;;WHO_MAPPING_UNAVAILABLE;4.15: Did the child vomit after he/she coughed?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_16;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B180');id3B180;During the illness that led to death, did ${gen_5_0} have difficult breathing?;Did (s)he have any breathing difficulty?;Mapping of values was required.
childModule-Child4-child_4_17;;;For how many days did the difficult breathing last? ;;4 = Days
childModule-Child4-child_4_17a;id3B244;id3B244;Days;For how many days did the difficulty breathing last?;
childModule-Child4-child_4_18;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B190');id3B190;During the illness that led to death, did ${gen_5_0} have fast breathing? ;During the illness that led to death, did (s)he have fast breathing?;Mapping of values was required.
childModule-Child4-child_4_19;;;For how many days did the fast breathing last?;;4 = Days
childModule-Child4-child_4_19a;id3B200;id3B200;Days;For how many days did the fast breathing last?;
childModule-Child4-breathingdetails-child_4_20;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B250');id3B250;4.20: During the illness that led to death, did he/she have indrawing of the chest? ;Did you see the lower chest wall/ribs being pulled in as the child breathed?;Mapping of values was required.
childModule-Child4-breathingdetails-child_4_21;;;4.21: During the illness that led to death, did his/her breathing sound like any of the following:;;This is a note. No mapping required.
childModule-Child4-breathingdetails-child_4_22;;WHO_MAPPING_UNAVAILABLE;4.22:  Stridor;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-breathingdetails-child_4_23;"if (multipleSelectContains(""grunting"",id3B260)) {'1'} else {'0'}";id3B260;4.23:  Grunting;During the illness that led to death did his/her breathing sound like any of the following:;No direct mapping found. WHO: selected grunting
childModule-Child4-breathingdetails-child_4_24;;WHO_MAPPING_UNAVAILABLE;4.24:  Wheezing;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_25;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B465');id3B465;Did ${gen_5_0} experience any generalized convulsions or fits during the illness that led to death? ;Did (s)he experience any generalized convulsions or fits during the illness that led to death?;Mapping of values was required.
childModule-Child4-child_4_26;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B438');id3B438;Was ${gen_5_0} unconscious during the illness that led to death?;Was (s)he unconscious during the illness that lead to death?;Updated mapping from id3B440 to id3B438 due to update WHO instrument Fgeb 2016
childModule-Child4-child_4_27;rangeToCode(c(0,6,23,9999),c(1,2,3),9,'id3B445');id3B445;How long before death did unconsciousness start?;How many hours before death did unconsciousness start?;No direct mapping found. 1 = Less than 6 hours, 2 = 6-23 hours, 3 = 24 hours or more. Needs splitting. Set to 9 for now.
childModule-Child4-child_4_28;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B405');id3B405;Did ${gen_5_0} have a stiff neck during the illness that led to death? (show photo);Did (s)he have a stiff neck during illness that led to death?;Mapping of values was required.
childModule-Child4-child_4_29;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3D390');id3D390;Did ${gen_5_0} have a bulging fontanelle during the illness that led to death? (show photo);During the illness that led to death, did the baby have a bulging or raised fontanelle?;Mapping of values was required.
childModule-Child4-child_4_30;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B560');id3B560;During the month before he/she died, did ${gen_5_0} have a skin rash? ;During the illness that led to death, did (s)he have any skin rash?;Mapping of values was required.
childModule-Child4-child_4_31;mapCode(c('face','trunk_or_abdomen','extremities','everywhere'),c(1,2,3,4),'id3B575');id3B575;4.31: Where was the rash?;Where was the rash?;Mapping of values was required.
childModule-Child4-child_4_32;;WHO_MAPPING_UNAVAILABLE;4.32: Where did the rash start?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_33;;;How many days did the rash last?;;4 = Days
childModule-Child4-child_4_33a;id3B570;id3B570;Days;For how many days did (s)he have the skin rash?;
childModule-Child4-child_4_34;;WHO_MAPPING_UNAVAILABLE;4.34: Did the rash have blisters containing clear fluid?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_35;;WHO_MAPPING_UNAVAILABLE;4.35: During the illness that led to death, did PERSONS's limbs (legs, arms) become very thin?;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_36;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B656');id3B656;During the illness that led to death, did ${gen_5_0} have swollen legs or feet?;During the illness that led to death, did (s)he have swollen legs or feet?;Mapping of values was required.
childModule-Child4-child_4_37;;;How long did the swelling last?;;3 = Weeks, 4 = Days. Needs splitting in case of 0 days.
childModule-Child4-child_4_37a;id3B658;id3B658;Days;How many days did the swelling last?;Less than 1 day= “0”. Use 1 week=7 days to determine the number of weeks
childModule-Child4-child_4_37b;;WHO_MAPPING_UNAVAILABLE;Weeks;How many days did the swelling last?;No appropriate mapping found.
childModule-Child4-child_4_38;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B592');id3B592;During the illness that led to death, did ${gen_5_0}'s skin flake off in patches?;During the illness that led to death, did her/his skin flake off in patches?;Mapping of values was required.
childModule-Child4-child_4_39;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B760');id3B760;Did ${gen_5_0}'s hair change in color to a reddish or yellowish color?;Did her/his hair change in color to a reddish or yellowish color?;Mapping of values was required.
childModule-Child4-child_4_40;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B360');id3B360;Did ${gen_5_0} have a protruding belly?;Did (s)he have a more than usually protruding abdomen?;Mapping of values was required.
childModule-Child4-child_4_41;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B770');id3B770;During the illness that led to death, did ${gen_5_0} suffer from 'lack of blood' or 'pallor'?;Did (s)he look pale (thinning/lack of blood) or have pale palms, eyes or nail beds?;Mapped to id3B770
childModule-Child4-child_4_42;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B700');id3B700;During the illness that led to death, did ${gen_5_0} have swelling in the armpits?;During the illness that led to death, did (s)he have swelling in the armpits?;Mapping of values was required.
childModule-Child4-child_4_43;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B630');id3B630;During the illness that led to death, did ${gen_5_0} have a whitish rash inside the mouth or on the tongue?;During the illness that led to death, did s/he have a whitish rash inside the mouth or on the tongue?;Mapping of values was required.
childModule-Child4-child_4_44;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B596');id3B596;During the illness that led to death, did ${gen_5_0} bleed from anywhere?;During the illness that led to death, did (s)he bleed from anywhere?;Mapping of values was required.
childModule-Child4-child_4_46;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3B594');id3B594;During the illness that led to death, did ${gen_5_0} have areas of the skin that turned black? ;During the illness that led to death, did he/she have areas of the skin that turned black?;Mapping of values was required.
childModule-Child4-child_4_47;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3E100');id3E100;Did ${gen_5_0} suffer from any injury or accident that led to his/her death?;;
childModule-Child4-child_4_48;yesToCode(c('id3E115','id3E310','id3E320','id3E510','id3E340','id3E112','id3E520'),c(1,2,3,4,5,6,7),9);id3E115, id3E310,id3E320,id3E510,id3E112,id3E340,id3E113;What kind of injury or accident did ${gen_5_0} suffer from?  (Read through the list in sequence and MARK ALL THAT APPLY);Road traffic crash/injury,Fall,Drowning,Poisoning,Bite or sting by venomous animal,Fire,Violence (suicide, homicide, abuse);Multiple mapping. Need to split up into single result value
childModule-Child4-child_4_48a;;WHO_MAPPING_UNAVAILABLE;Decedent suffered other injury specified;;No appropriate WHO mapping found.
childModule-Child4-child_4_49;mapCode(c('yes','no','ref','dk','-1'),c(1,0,8,9,9),'id3E102');id3E102;Was the injury or accident intentionally inflicted by someone else?;Was the injury intentionally inflicted by someone else?;Mapping of values was required.
childModule-Child4-child_4_50;;WHO_MAPPING_UNAVAILABLE;4.50: How long did PERSON survive after the injury or accident? Less than 1 hour = 0.;;No appropriate mapping found. Set to 9 for DK.
childModule-Child4-child_4_50a;;WHO_MAPPING_UNAVAILABLE;"4.50a: Hours</label>
          <hint>Enter 99 if unknown";;No appropriate mapping found.
childModule-Child4-child_4_50b;;WHO_MAPPING_UNAVAILABLE;"4.50b: Days</label>
          <hint>Enter 9999 if unknown";;No appropriate mapping found.
childModule-child_5_a;;;Health Records Section Section;;
childModule-Child5-child_5_1;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H130');id3H130;Was care sought outside the home while ${gen_5_0} had this illness?;Was care sought outside the home while (s)he had this illness?;Mapping of values was required.
childModule-Child5-child_5_2;mapCode(c('traditional_healer','homeopath','religious_leader','government_hospital','government_health_center_or_clinic','private_hospital','community_based_practitioner_associated_with_health_system','trained_birth_attendant','private_physician','pharmacy','dk','ref'),c(1,2,3,4,5,6,7,8,9,10,99,88),'id3H140');id3H140;Where or from whom did you seek care? (Check all that apply);Where or from whom did you seek care?;Mapping of values was required.
childModule-Child5-child_5_3;id3H150;id3H150;Record the name and address of any hospital, health center or clinic where care was sought:;Record the name and address of any hospital, health center or clinic where care was sought;
childModule-Child5-child_5_3a;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H160');id3H160;Did a health care worker tell you the cause of death?;Did a health care worker tell you the cause of death?;Mapping of values was required.
childModule-Child5-child_5_3b;id3H170;id3H170;What did the health care worker say?;What did the health care worker say?;
childModule-Child5-child_5_4;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H180');id3H180;Do you have any health records that belonged to the deceased? ;Do you have any health records that belonged to the deceased?;Mapping of values was required.
childModule-Child5-child_5_5;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H190');id3H190;Can I see the health records? ;Can I see the health records?;Mapping of values was required.
childModule-Child5-child_5_5a;;;Take a picture of the health records;;
childModule-Child5-child_5_5b;;;Take a second picture of the health records if necessary.;;
childModule-Child5-qhealthRecordsChild-child_5_6;;WHO_MAPPING_UNAVAILABLE;Are the dates known for the two most recent visits and the last note? (Mark all that apply);;No direct mapping found. Needs splitting. Set to 9 for now.
childModule-Child5-qhealthRecordsChild-recent1Child-child_5_6a;;;5.6a: Record the date of the most recent visit;;This is a note. Need to check if value is empty prior to substringing.
childModule-Child5-qhealthRecordsChild-recent1Child-child_5_6b;substr(id3H200,0,4);id3H200;Year;Record the date of the most recent (last) visit;
childModule-Child5-qhealthRecordsChild-recent1Child-child_5_6c;substr(id3H200,6,7);id3H200;Month;Record the date of the most recent (last) visit;
childModule-Child5-qhealthRecordsChild-recent1Child-child_5_6d;substr(id3H200,9,10);id3H200;Day of the month;Record the date of the most recent (last) visit;
childModule-Child5-qhealthRecordsChild-child_5_6e;;;Record the weight on the most recent visit;;1 = Grams, 2 = Kilograms
childModule-Child5-qhealthRecordsChild-child_5_6f;;WHO_MAPPING_UNAVAILABLE;Grams;;No appropriate mapping found.
childModule-Child5-qhealthRecordsChild-child_5_6g;id3H230;id3H230;Kilograms;Record the weight (in kilogrammes) written at the most recent (last) visit;
childModule-Child5-qhealthRecordsChild-recent2Child-child_5_7a;;;5.7a: Record the date of the second most recent visit;;This is a note. Need to check if value is empty prior to substringing.
childModule-Child5-qhealthRecordsChild-recent2Child-child_5_7b;substr(id3H210,0,4);id3H210;Year;Record the date of the last but one (second last) visit;
childModule-Child5-qhealthRecordsChild-recent2Child-child_5_7c;substr(id3H210,6,7);id3H210;Month;Record the date of the last but one (second last) visit;
childModule-Child5-qhealthRecordsChild-recent2Child-child_5_7d;substr(id3H210,9,10);id3H210;Day of the month;Record the date of the last but one (second last) visit;
childModule-Child5-qhealthRecordsChild-child_5_7e;;;Record the weight on the second most recent visit;;1 = Grams, 2 = Kilograms
childModule-Child5-qhealthRecordsChild-child_5_7f;;WHO_MAPPING_UNAVAILABLE;Grams;;No appropriate mapping found.
childModule-Child5-qhealthRecordsChild-child_5_7g;id3H240;id3H240;Kilograms;Record the weight (in kilogrammes) written at the last but one (second last) visit;
childModule-Child5-qhealthRecordsChild-lastNoteChild-child_5_8;;;5.8: Record the date of the last note;;This is a note. Need to check if value is empty prior to substringing.
childModule-Child5-qhealthRecordsChild-lastNoteChild-child_5_8a;substr(id3H220,0,4);id3H220;Year;Record the date of the last note on the health records;
childModule-Child5-qhealthRecordsChild-lastNoteChild-child_5_8b;substr(id3H220,6,7);id3H220;Month;Record the date of the last note on the health records;
childModule-Child5-qhealthRecordsChild-lastNoteChild-child_5_8c;substr(id3H220,9,10);id3H220;Day of the month;Record the date of the last note on the health records;
childModule-Child5-qhealthRecordsChild-child_5_9;id3H250;id3H250;Transcribe the note:;Transcribe the last note on the health records;
childModule-Child5-child_5_10;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id6H260');id6H260;Was a death certificate issued?;Was a death certificate issued?;Mapping of values was required.
childModule-Child5-child_5_11;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id6H270');id6H270;Can I see the death certificate? ;Can I see the death certificate?;Mapping of values was required.
childModule-Child5-child_5_11a;;;Take a picture of the death certificate;;
childModule-Child5-child_5_11ab;;;Take a second picture of the death certificate if necessary.;;
childModule-Child5-qDeathCertsChild-child_5_11b;;;Mark all Cause of Death information that is known;;No direct mapping found. Needs splitting. Set to 9 for now.
childModule-Child5-qDeathCertsChild-child_5_12;id6H280;id6H280;Record the immediate cause of death from the certificate.;Record the immediate cause of death from the certificate (line 1a);
childModule-Child5-qDeathCertsChild-child_5_13;id6H290;id6H290;Record the first underlying cause of death from the certificate.;Record the first antecedent cause of death from the certificate  (line 1b);
childModule-Child5-qDeathCertsChild-child_5_14;id6H300;id6H300;Record the second underlying cause of death from the certificate.;Record the second antecedent cause of death from the certificate (line 1c);
childModule-Child5-qDeathCertsChild-child_5_15;id6H310;id6H310;Record the third underlying cause of death from the certificate.;Record the third antecedent cause of death from the certificate (line 1d);
childModule-Child5-qDeathCertsChild-child_5_16;id6H320;id6H320;Record the contributing cause(s) of death from the certificate.;Record the contributing cause(s) of death from the certificate (part 2);
childModule-Child5-child_5_17;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H330');id3H330;Has the deceased's (biological) mother ever been tested for HIV? ;Has the deceased’s (biological) mother ever been tested for HIV?;Mapping of values was required.
childModule-Child5-child_5_18;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H340');id3H340;Was the HIV test ever positive? ;Was the HIV test ever positive?;Mapping of values was required.
childModule-Child5-child_5_19;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3H350');id3H350;Has the deceased's (biological) mother ever been told she had AIDS by a health worker? ;Has the deceased’s (biological) mother ever been told she had HIV/AIDS by a health worker?;Mapping of values was required.
childModule-child_6_a;;;Open Ended Response and Interviewer Comments/Observation Section;;This is a note.
childModule-Child6-child_6_1;;;"6.1: Instructions to the interviewer: Say to the respondent: &quot;Thank you for the patient responses to this exhaustive set of questions. Could you please summarize, or tell us in your own words, any additional information about the illness and/or death of your loved one?&quot;";;This is a note.
childModule-Child6-child_6_b;;;To the interviewer: Write down what the respondent tells you in his/her own words. Do not prompt except for asking whether there was anything else after the respondent finishes. While recording, indicate any unfamiliar terms. You may also use this space to write down your comments and observations about the interview.;;This is a note.
childModule-Child6-child_6_c;id5A100;id5A100;Open-ended response and interviewer comments;NARRATIVE DESCRIPTION;text
adultModule-adult_1_a;;;Adult and Adolescent Module: History of Chronic Conditions of the Deceased Section;;This is a note.
adultModule-adult1-adult_1_1;;;"Was <output value="" /PHMRC_Full_Instrument_10_11_13/Generalmodule/general5/gen_5_0 ""/> ever told by a health professional that he or she ever suffered from one of the following?";;
adultModule-adult1-adult_1_1a;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A180');id3A180;Asthma;Was there any diagnosis by a physician or health worker of asthma?;Mapping of values was required.
adultModule-adult1-adult_1_1b;;WHO_MAPPING_UNAVAILABLE;1.1b: Arthritis;;No appropriate WHO mapping found.
adultModule-adult1-adult_1_1c;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A200');id3A200;Cancer;Was there any diagnosis by a physician or health worker of cancer?;Mapping of values was required.
adultModule-adult1-adult_1_1d;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A100');id3A100;TB;Was there any diagnosis by a physician or health worker of tuberculosis?;Mapping of values was required.
adultModule-adult1-adult_1_1e;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A220');id3A220;1.1e: Dementia;Was there any diagnosis by a physician or health worker of dementia?;No appropriate WHO mapping found.
adultModule-adult1-adult_1_1f;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A230');id3A230;1.1f: Depression;Was there any diagnosis by a physician or health worker of depression?;No appropriate WHO mapping found.
adultModule-adult1-adult_1_1g;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A170');id3A170;Diabetes;Was there any diagnosis by a physician or health worker of diabetes?;Mapping of values was required.
adultModule-adult1-adult_1_1h;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A190');id3A190;Epilepsy;Was there any diagnosis by a physician or health worker of epilepsy?;Mapping of values was required.
adultModule-adult1-adult_1_1i;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A160');id3A160;Heart Disease;Was there any diagnosis by a physician or health worker of heart disease?;Mapping of values was required.
adultModule-adult1-adult_1_1j;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A150');id3A150;1.1j: High Blood Pressure;Was there any diagnosis by a physician or health worker of high blood pressure?;No appropriate WHO mapping found.
adultModule-adult1-adult_1_1k;;WHO_MAPPING_UNAVAILABLE;1.1k: Obesity;;No appropriate WHO mapping found.
adultModule-adult1-adult_1_1l;mapCode(c('yes','no','dk','ref'),c(1,0,9,8),'id3A240');id3A240;Stroke;Was there any diagnosis by a physician or health worker of stroke?;Mapping of values was required.
